,Title,Quality,Type,Price,Shipping,Returns
809,New ListingPin DVD,Pre-Owned,DVD,$39.99,Unknown,Unknown
810,Survival of the Dead DVD George A. Romero(DIR) 2010,Pre-Owned,DVD,$5.09,Free,Free
811,Horror Collection Blood Diner/ Parents/ Earth Girls Are Easy/ Sundown/ FIDO/ Boy,Brand New,DVD,$8.77,Free,Unknown
812,The Walking Dead Season 7 [DVD] BRAND NEW & This Order Comes With FREE Shipping ,Brand New,DVD,$21.99,Free,Unknown
813,Saw DVD Movie Collection 1-7 The Complete Series Box Set 1 2 3 4 5 6 7 Lot Disc,Brand New,DVD,$10.40,Free,Unknown
814,"War for the Planet of the Apes (Blu-ray/DVD, 2017, 2-Disc Set)",New (Other),Unknown,$10.00,Free,Free
815,I Am Number Four (Blu-ray DVD) New Sealed,Brand New,Blu-ray/Dvd,$6.19,Free,Unknown
816,The Stand DVD Mick Garris(DIR) 1994,Pre-Owned,DVD,$6.09,Free,Free
817,THE FOG New Sealed DVD 1980 John Carpenter Jamie Lee Curtis,Brand New,DVD,$9.25,Free,Free
818,MIKEY New Sealed DVD,Brand New,DVD,$17.04,Free,Free
819,SAW 8-Film Collection (DVD) BRAND NEW FACTORY SEALED w/ JIGSAW Horror Widescreen,Brand New,DVD,$19.95,Free,Free
820,"Creep [New DVD] Ac-3/Dolby Digital, Dolby, Subtitled, Widescreen",Brand New,DVD,$7.97,Free,Free
821,"Man's Best Friend [New Blu-ray] Subtitled, Widescreen",Brand New,Blu-ray Disc,$24.96,Free,Free
822,New ListingOpen Water DVD COMPLETE WITH CASE & COVER ARTWORK BUY 2 GET 1 FREE,Pre-Owned,DVD,$4.99,Free,Unknown
823,New ListingNext of Kin Blu ray*Severin Films*80's Aussie Horror Classic*Sealed/NEW*,Brand New,Blu-ray Disc,$16.74,Unknown,Unknown
824,New ListingOpen Water DVD COMPLETE WITH CASE & COVER ARTWORK BUY 2 GET 1 FREE,Pre-Owned,DVD,$4.99,Free,Unknown
825,Death Race Beyond Anarchy DVD Zach McGowan NEW,Brand New,DVD,$6.00,Free,Unknown
826,THE RETURN OF GODZILLA Blu-ray 1984 Original Japanese Edition of Godzilla 1985,Brand New,Blu-ray Disc,$15.12,Free,Free
827,Halloween (2007) DVD Rob Zombie(DIR) 2007,Pre-Owned,DVD,$4.74,Free,Free
828,Strippers Vs Werewolves [Blu-ray New](WGU01347B),Brand New,Blu-ray Disc,$8.60,Free,Unknown
829,AN AMERICAN WEREWOLF IN LONDON New Sealed Blu-ray Limited Edition Steelbook,Brand New,Blu-ray Disc,$35.72,Free,Free
830,Children of Dune [New Blu-ray] Australia - Import,Brand New,Unknown,$17.64,Free,Free
831,Killdozer [New DVD],Brand New,DVD,$16.33,Free,Free
832,ASSASSIN 33 A.D. NEW DVD,Brand New,Unknown,$16.76,Free,Unknown
833,5 FILM COLLECTION * Many options to choose from * DVD * New * w/ Free Shipping U,Brand New,Unknown,$7.50 to $13.00,Free,Unknown
834,SINISTER New Sealed DVD Ethan Hawke,Brand New,DVD,$8.59,Free,Free
835,Deadlands: The Rising - RARE OUT OF PRINT zombie apocalypse gory DVD undead HOT!,Brand New,Unknown,$6.99 to $12.99,Free,Unknown
836,"Final Destination 3 [New Blu-ray] Ac-3/Dolby Digital, Dolby, Digital T",Brand New,Blu-ray Disc,$11.97,Free,Free
837,"New ListingReincarnation (DVD, 2007)",New (Other),DVD,$3.99,Unknown,Unknown
838,Silent Night Deadly Night Part 2 brand new Blu Ray Collector's Edition slipcover,Brand New,Blu-ray Disc,$32.00,Unknown,Unknown
839,The Void (2016) Blu-Ray BRAND NEW Free Ship USA Compatible,Brand New,Blu-ray Disc,$17.99,Free,Free
840,"Hobo With a Shotgun (Blu-ray Disc, 2011) Collectors Edition NEW Sealed Free Ship",Brand New,Blu-ray Disc,$8.49,Free,Free
841,Bubba Ho-Tep (Collector's Edition) [New Blu-ray] Collector's Ed,Brand New,Blu-ray Disc,$19.96,Free,Free
842,Night of the Demon (1957) Blu-Ray BRAND NEW Free Ship - USA Compatible,Brand New,Blu-ray Disc,$27.99,Free,Free
843,"Cannibal Holocaust (Blu-ray Disc, 2014, 3-Disc Set, Blu-ray/CD in Slipcase) ",Brand New,Blu-ray Disc,$27.99,Unknown,Free
844,New ListingA Haunting in Connecticut,Pre-Owned,DVD,$4.99,Free,Unknown
845,Truth or Dare [New DVD],Brand New,DVD,$15.49,Free,Free
846,Dark Shadows DVD Tim Burton(DIR),Pre-Owned,DVD,$4.11,Free,Free
847,Buffy the Vampire Slayer: Season 1 DVD Bruce Seth Green(DIR),Pre-Owned,DVD,$5.50,Free,Free
848,My Soul to Take Blu-ray Max Thieriot NEW,Brand New,Blu-ray Disc,$9.35,Free,Unknown
849,Scream 4 [New Blu-ray],Brand New,Blu-ray Disc,$14.94,Free,Free
850,"New ListingBlumhouse’s Fantasy Island (Blu-ray, 2020) Unrated & Theatrical Versions  NO DIG",New (Other),Blu-ray Disc,$9.99,Free,Unknown
851,Embrace of the Vampire [New DVD],Brand New,DVD,$11.96,Free,Free
852,Huge Collection of DVD Movies #6. Take your pick. Discount on quantity,Pre-Owned,Unknown,$2.00 to $18.00,Unknown,Unknown
853,Head Case [New DVD],Brand New,DVD,$14.05,Free,Free
854,Route 666 [New DVD],Brand New,DVD,$14.59,Free,Free
855,The Blob [New Blu-ray] Australia - Import,Brand New,Unknown,$16.07,Free,Free
856,Scouts Guide to the Zombie Apocalypse [New DVD] Free Shipping,Brand New,DVD,$8.99,Free,Free
857,Build Your Own 4K UHD Movie Lot! Over 200 Movies & Boxsets Starting at $10 ea!,Pre-Owned,Unknown,$10.00 to $24.99,Unknown,Unknown
858,"Monster on the Campus (1958) Sci-Fi, Horror Classic DVD",New (Other),DVD,$11.99,Free,Free
859,DOG SOLDIERS New Sealed Blu-ray + DVD,Brand New,Blu-ray Disc,$9.94,Free,Free
860,The Texas Chainsaw Massacre (1974) [DVD] FAST SHIPPING,Brand New,DVD,$4.65,Unknown,Unknown
861,New ListingThe Undead (1957 Cult Horror film) MOD DVD disc only,New (Other),DVD,$9.99,Free,Unknown
862,A Discovery of Witches: Series 1 [New DVD],Brand New,DVD,$29.34,Free,Free
863,New ListingThe Ape Man DVD Bela Lugosi Wallace Beaudine Cult Horror Science Fiction ,Pre-Owned,DVD,$3.58,Free,Free
864,Pet Sematary DVD Mary Lambert(DIR) 1989,Pre-Owned,DVD,$5.13,Free,Free
865,HOUSE ON HAUNTED HILL New Sealed Blu-ray Collector's Edition 1999 Remake,Brand New,Blu-ray Disc,$29.96,Free,Free
866,"Piranha (Blu-ray Disc, 1978) Original Classic   Heather Menzies   BRAND NEW  ",Brand New,Blu-ray Disc,$7.99,Unknown,Unknown
867,"DVD The 4th Man - The Fourth Man - Jeroen Krabbé Renée Soutendijk, Verhoeven dir",Brand New,DVD,$19.99,Free,Unknown
868,You Should Have Left DVD Avery Essex NEW,Brand New,DVD,$10.00,Free,Unknown
869,"New ListingSaw (Blu-ray Disc, 2006)",New (Other),Blu-ray Disc,$5.00,Unknown,Unknown
870,NEW 2 Film Collection Stephen King's It & It Chapter 2 DVD,Brand New,DVD,$19.29,Free,Unknown
871,New ListingThe Fly (1958) // Blu-ray Disc // Vincent Price // BRAND NEW,Brand New,Blu-ray Disc,$11.00,Free,Unknown
872,"Mystery Woman Triple Feature (DVD, 2-Disc Set) Kellie Martin Hallmark  ",New (Other),DVD,$3.59,Unknown,Unknown
873,"New Listing3 from Hell (Blu-ray/DVD, 2019)",New (Other),Blu-ray Disc,$10.00,Unknown,Unknown
874,THE ROCKY HORROR PICTURE SHOW NEW BLU-RAY DISC,Brand New,Blu-ray Disc,$12.49,Free,Unknown
875,Firestarter [New DVD] Snap Case,Brand New,DVD,$9.19,Free,Free
876,THE KEEP (HD),Pre-Owned,Blu-ray Disc,$25.00,Unknown,Free
877,Nosferatu DVD F.W. Murnau(DIR) 1919,Pre-Owned,DVD,$6.48,Free,Free
878,New ListingThe Forbidden Photos Of A Lady Above Suspicion Blu ray*Arrow Video*Booklet*Reg A,Pre-Owned,Blu-ray Disc,$22.00,Unknown,Unknown
879,"Miss Bala (DVD, 2012) with Slipcover - Brand New Sealed",Brand New,DVD,$6.99,Free,Unknown
880,Gremlins DVD Joe Dante(DIR) 1984,Pre-Owned,DVD,$4.38,Free,Free
881,FEAST TRIPLE FEATURE New Sealed 3 DVD Set Unrated I II III All 3 Films 1 2 3,Brand New,DVD,$14.21,Free,Free
882,FEAST TRIPLE FEATURE New Sealed 3 DVD Set Unrated I II III All 3 Films 1 2 3,Brand New,DVD,$14.21,Free,Free
883,STEPHEN KING'S TRIPLE FEATURE New DVD The Stand The Langoliers Golden Years,Brand New,DVD,$16.97,Free,Free
884,THE RAVEN (DVD) NEW & SEALED! Horror Mystery Thriller!,Brand New,DVD,$6.00,Unknown,Unknown
885,Scream Queen Hot Tub Party,Brand New,DVD,$21.20,Free,Free
886,Nosferatu DVD F.W. Murnau(DIR) 1919,Pre-Owned,DVD,$6.48,Free,Free
887,Signs DVD M. Night Shyamalan(DIR) 2002,Pre-Owned,DVD,$4.31,Free,Free
888,New ListingThe Forbidden Photos Of A Lady Above Suspicion Blu ray*Arrow Video*Booklet*Reg A,Pre-Owned,Blu-ray Disc,$22.00,Unknown,Unknown
889,"Miss Bala (DVD, 2012) with Slipcover - Brand New Sealed",Brand New,DVD,$6.99,Free,Unknown
890,The Haunted DVD 1991 TV Movie Starring Jeffrey DeMunn - Sally Kirkland ,Brand New,DVD,$19.95,Free,Unknown
891,"Ginger Snaps 2: Unleashed [New DVD] Dolby, Subtitled",Brand New,DVD,$12.39,Free,Free
892,Happy Birthday To Me - Retro VHS Look - Blu-ray - NEW!!,Brand New,Blu-ray Disc,$5.99,Unknown,Unknown
893,Sorceress - Sorceress [New DVD],Brand New,DVD,$21.10,Free,Free
894,Mama [Blu-ray] NEW! Free Shipping,Brand New,Blu-ray/Dvd,$6.98,Free,Free
895,Christine [Blu-ray],Brand New,Blu-ray Disc,$15.49,Free,Free
896,Buy 3 Get 2 Free! DVDs Pick And Choose From 100+ Titles Horror/Thriller,Pre-Owned,Unknown,$4.99 to $11.99,Free,Unknown
897,THE EVIL DEAD + EVIL DEAD 2 New Sealed 2 DVD Set,Brand New,DVD,$12.39,Free,Free
898,Van Helsing (Full Screen Edition) - DVD - VERY GOOD,Pre-Owned,DVD,$4.39,Free,Free
899,"New ListingThe Walking Dead: The Complete Sixth Season (DVD, 2016)",Pre-Owned,DVD,$9.98,Free,Unknown
900,"New ListingDark Town/The feeding/Martin/Modern Vampires (DVD, 2010, 4-Disc Set)",New (Other),DVD,$5.99,Unknown,Unknown
901,31 [New DVD],Brand New,DVD,$10.08,Free,Free
902,The Many Lives Of Sherlock Holmes DVD..( 2015). 6-Disc Set.. NEW,Brand New,DVD,$7.49,Free,Unknown
903,"New ListingThe Shining (Blu-ray Disc, 2007, Special Edition)",New (Other),Blu-ray Disc,$8.00,Unknown,Unknown
904,Scary Stories To Tell In The Dark [Blu-r Blu-ray,Pre-Owned,Unknown,$6.64,Free,Free
905,"Sorority Row [New Blu-ray] Ac-3/Dolby Digital, Dolby, Digital Theater",Brand New,Blu-ray Disc,$11.20,Free,Free
906,The Toolbox Murders [New DVD],Brand New,DVD,$15.57,Free,Free
907,"The Witch [New DVD] Ac-3/Dolby Digital, Dolby, Subtitled, Widescreen",Brand New,DVD,$10.08,Free,Free
908,"Us [2019, Jordan Peele] (Blu-ray, disc only) - MINT - with or w/out tracking",New (Other),Blu-ray Disc,$6.14,Free,Unknown
909,"Scream Triple Feature [New DVD] 3 Pack, Amaray Case, Subtitled, Widescreen",Brand New,DVD,$20.54,Free,Free
910,"Kingsglaive: Final Fantasy XV (DVD, 2016) NEW Factory Sealed, Free Shipping",Brand New,DVD,$7.25,Free,Free
911,VARIOUS DVD MOVIES Your Choice - USPS No Tracking - Disc Only #1,Pre-Owned,Unknown,$2.49 to $2.99,Unknown,Unknown
912,The Last House on the Left DVD Dennis Iliadis(DIR) 2009,Pre-Owned,DVD,$4.10,Free,Free
913,RETURN OF THE LIVING DEAD Blu-ray Steelbook _ Ships 1st Class! _ NEW SEALED OOP,Brand New,Blu-ray Disc,$15.99,Unknown,Unknown
914,Village of the Damned DVD Michael Pare NEW,Brand New,DVD,$6.00,Free,Unknown
915,EXTRA ORDINARY New Sealed DVD,Brand New,DVD,$18.11,Free,Free
916,"Trapped Alive - Special Edition (Blu-ray, 1988, Region Free) *BRAND NEW/SEALED*",Brand New,Blu-ray Disc,$21.49,Free,Free
917,"New ListingThe Walking Dead: Season 3 (Blu-ray/DVD, 2013) FREE SHIPPING",New (Other),DVD,$10.00,Free,Unknown
918,The Vampire Princess [New DVD],Brand New,DVD,$4.98,Free,Free
919,The Birds DVD Rod Taylor NEW,Brand New,DVD,$8.79,Free,Unknown
920,10-Film Horror Original Cult Classics Collection DVD Brand New Sealed !,Brand New,DVD,$5.99,Free,Unknown
921,JEEPERS CREEPERS TRILOGY 1 & 2 + 3 (DVD) BRAND NEW SEALED HORROR WIDESCREEN,Brand New,DVD,$19.95,Free,Free
922,"The Others [New Blu-ray] Amaray Case, Subtitled, Widescreen",Brand New,Unknown,$12.84,Free,Free
923,New ListingAmerican Psycho Blu-Ray Disc New / Sealed FREE SHIPPING,Brand New,Blu-ray Disc,$10.00,Free,Unknown
924,THE DAY OF THE TRIFFIDS (1981) Blu-Ray BRAND NEW (Please Read Full Description),Brand New,Blu-ray Disc,$26.99,Free,Free
925,Prince of Darkness (Collector's Edition) [New Blu-ray],Brand New,Blu-ray Disc,$21.96,Free,Free
926,The Bride of Frankenstein Blu-ray Boris Karloff NEW,Brand New,Blu-ray Disc,$13.99,Free,Unknown
927,"Underworld 4-Movie Collection (2-DVD, 2016, Widescreen)",Brand New,DVD,$12.39,Free,Unknown
928,Sometimes They Come Back / Sometimes They Come Back...For More [New DVD] Austr,Brand New,DVD,$14.35,Free,Free
929,Arachnophobia with Jeff Daniels - John Goodman & Harley Jane Kozak : New DvD,Brand New,DVD,$6.06,Unknown,Free
930,Silent Scream [New Blu-ray],Brand New,Unknown,$21.09,Free,Free
931,"Orca, The Killer Whale [New Blu-ray] Ac-3/Dolby Digital, Digital Theater Syste",Brand New,Unknown,$22.96,Free,Free
932,"Friday the 13th: 4-Movie Collection [New DVD] Boxed Set, Deluxe Ed, Gi",Brand New,DVD,$13.03,Free,Free
933,MAXIMUM OVERDRIVE NEW BLU-RAY DISC,Brand New,Blu-ray Disc,$27.75,Free,Unknown
934,Gamera: The Showa Era Collection (4-Disc Special Edition) [Blu-ray],Brand New,Unknown,$70.07,Free,Unknown
935,"The Bay [New DVD] Ac-3/Dolby Digital, Dolby, Subtitled, Widescreen",Brand New,DVD,$13.29,Free,Free
936,"Chilling Classics - 50 Movie Pack (DVD, 2005, 12-Disc Set) - NEW!!",Brand New,DVD,$7.99,Unknown,Unknown
937,New ListingThe Woods Have Eyes Bluray 2008  BRAND NEW,Brand New,Blu-ray Disc,$9.00,Free,Unknown
938,Abraham Lincoln: Vampire Hunter DVD Timur Bekmambetov(DIR),Pre-Owned,DVD,$4.46,Free,Free
939,"Pumpkinhead (DVD, Collectors Edition) - NEW!!",Brand New,DVD,$5.99,Unknown,Unknown
940,Jeepers Creepers DVD Victor Salva(DIR) 2001,Pre-Owned,DVD,$5.45,Free,Free
941,John Carpenter's Vampires (Collector's Edition) [New Blu-ray] Collecto,Brand New,Unknown,$24.96,Free,Free
942,Trapped (2002) DVD Luis Mandoki(DIR) 2002,Pre-Owned,DVD,$5.08,Free,Free
943,PET SEMATARY TWO 2 Sealed New DVD Stephen King,Brand New,DVD,$10.59,Free,Free
944,THE PROWLER NEW DVD,Brand New,DVD,$14.97,Free,Unknown
945,Red Eye (Widescreen Edition) - DVD - VERY GOOD,Pre-Owned,DVD,$3.92,Free,Free
946,Bite [New Blu-ray] Widescreen,Brand New,Blu-ray Disc,$22.06,Free,Free
947,THE PROWLER NEW DVD,Brand New,DVD,$14.97,Free,Unknown
948,The Sixth Sense DVD M. Night Shyamalan(DIR) 1999,Pre-Owned,DVD,$4.79,Free,Free
949,"The Blob (DVD, 2001) - NEW!!",Brand New,DVD,$13.99,Unknown,Unknown
950,BLOODFEST 5-DVD SET (THE THIRSTY DEAD / DEEP RED / SISTERS OF DEATH / THE HOUSE ,Brand New,DVD,$9.88,Free,Unknown
951,New ListingTales From The Crypt Presents: Ritual Blu-Ray OOP VERY RARE US Release Authentic,New (Other),Blu-ray Disc,$65.00,Free,Unknown
952,"New ListingNight Gallery - The Complete First Season (DVD, 2004, 3-Disc Set)",New (Other),DVD,$5.00,Unknown,Unknown
953,New ListingClownhouse - Horror - DVD -  Australian Import - Sam Rockwell,New (Other),DVD,$9.25,Free,Unknown
954,47 Metres Down DVD Mandy Moore NEW,Brand New,DVD,$5.00,Free,Unknown
955,From Dusk till Dawn (1996) Blu-Ray Buy 5 Get 1 Free! Pay $3 Shipping Once!,New (Other),Blu-ray Disc,$9.75,Unknown,Unknown
956,KINDRED  DVD,New (Other),DVD,$20.00,Unknown,Free
957,New ListingHalloween Unrated Director's Cut DVD Rob Zombie Film Blockbuster Exclusive 2007,Pre-Owned,DVD,$9.95,Free,Unknown
958,The Descent (Unrated) DVD Neil Marshall(DIR) 2005,Pre-Owned,DVD,$5.47,Free,Free
959,Halloween II 2 (DVD) Widescreen BRAND NEW SEALED Jamie Lee Curtis John Carpenter,Brand New,DVD,$12.95,Free,Free
960,THE HELLRAISER COLLECTION 6 FILM SET New Sealed DVD 3 4 5 6 7 8,Brand New,DVD,$19.66,Free,Free
961,Candyman (DVD) Brand New Factory Sealed Horror Classic Clive Barker Ships Free!,Brand New,DVD,$9.95,Free,Free
962,PRIMAL RAGE New Sealed DVD,Brand New,DVD,$18.77,Free,Free
963,Feast DVD John Gulager(DIR) 2005,Pre-Owned,DVD,$5.85,Free,Free
964,"The Return of the Living Dead [New DVD] Special Ed, Repackaged, Sensor",Brand New,DVD,$7.99,Free,Free
965,Pirates of the Caribbean at Worlds End BLU-RAY Gore Verbinski(DIR) 2007,Pre-Owned,Blu-ray Disc,$5.27,Free,Free
966,Haunt [New DVD],Brand New,DVD,$13.00,Free,Free
967,Abraham Lincoln: Vampire Hunter DVD Timur Bekmambetov(DIR),Pre-Owned,DVD,$4.46,Free,Free
968,Birdemic 2: The Resurrection [New DVD],Brand New,DVD,$15.94,Free,Free
969,The Crescent + 2 Bonus Movies Hindsight/Memory (DVD) - Same Day Shipping!,Brand New,DVD,$4.29,Free,Free
970,  Night of the Living Dead:Re-Animation NEW DVD 3D & 2D w/glasses Zombies Horror,Brand New,DVD,$5.88,Free,Unknown
971,"Urotsukidoji: Legend of the Overfiend (Blu-ray and DVD, 2011, 2-Disc Set)",Brand New,DVD,$55.00,Unknown,Unknown
972,Jeepers Creepers DVD Victor Salva(DIR) 2001,Pre-Owned,DVD,$5.45,Free,Free
973,4 Film Favorites: A Nightmare on Elm Street 1-4 [New DVD] Standard Scr,Brand New,DVD,$11.33,Free,Free
974,The Walking Dead Season 6 New DVD Box Set & This Oder Comes With FREE SHIPPING !,Brand New,DVD,$16.99,Free,Unknown
975,"Vampire in Brooklyn [New DVD] Ac-3/Dolby Digital, Dolby, Dubbed, Subti",Brand New,DVD,$7.33,Free,Free
976,Ash vs Evil Dead Seasons 1-3 The Complete Collection  [DVD],Brand New,Unknown,$25.99,Free,Unknown
977,New ListingThe Walking Dead: Season 4 [Blu-ray + Digital HD Ultraviolet Copy] FREE SHIPPING,New (Other),Blu-ray Disc,$11.00,Free,Unknown
978,Chucky: Complete 7-Movie Collection [New Blu-ray] Boxed Set,Brand New,Blu-ray Disc,$53.05,Free,Free
979,"Maze Runner: The Death Cure [New DVD] Dolby, Subtitled, Widescreen",Brand New,DVD,$9.66,Free,Free
980,The Others (2001) Nicole Kidman / Fionnula Flanagan DVD NEW *FAST SHIPPING*,Brand New,DVD,$4.65,Unknown,Unknown
981,Scanners - Scanners (Criterion Collection) [New Blu-ray],Brand New,Blu-ray Disc,$32.63,Free,Free
982,Tremors 2 - Aftershocks DVD Fred Ward NEW,Brand New,DVD,$9.35,Free,Unknown
983,"New, Crawl (Blu-ray  DVD). Brand New 💢",Brand New,Blu-ray Disc,$8.00,Free,Free
984,DVD Movie Lot Sale! $2.40 (Pick from any list - FREE SHIPPING after 1st),Pre-Owned,Unknown,$2.40,Unknown,Free
985,"Project Almanac (DVD, 2015) NEW",Brand New,DVD,$5.31,Free,Free
986,New Listing6 HORROR DVD MOVIES    ,Pre-Owned,DVD,$5.25,Unknown,Unknown
987,Born to Race: Fast Track [New DVD],Brand New,DVD,$12.30,Free,Free
988,"Beast from 20,000 Fathoms, The (BD) Blu-ray Paul Christian NR Horror Action NEW",Brand New,Blu-ray Disc,$21.48,Free,Free
989,Piranha DD [New DVD],Brand New,DVD,$10.07,Free,Free
990,Paranormal Sex Tape [New DVD],Brand New,DVD,$15.66,Free,Free
991,Scars of Dracula [New Blu-ray] Widescreen,Brand New,Unknown,$21.96,Free,Free
992,Antebellum (Blu-Ray+DVD+Digital) NEW w/SLIP ,Brand New,Blu-ray Disc,$11.00,Free,Free
993,Nekrotronic (2018) Blu-Ray BRAND NEW Free Ship (USA Compatible),Brand New,Blu-ray Disc,$23.50,Free,Free
994,Trapped (2002) DVD Luis Mandoki(DIR) 2002,Pre-Owned,DVD,$5.08,Free,Free
995,Valentine (Collector's Edition) Blu-ray Disc (Scream Factory) SEALED + SLIPCOVER,Brand New,Blu-ray Disc,$27.00,Unknown,Unknown
996,Frankenstein Meets the Wolf Man / House of Frankenstein DVD  NEW,Brand New,DVD,$9.35,Free,Unknown
997,"The Conjuring 2 [New DVD] Special Ed, Eco Amaray Case",Brand New,DVD,$7.87,Free,Free
998,Ninja BLU-RAY Isaac Florentine(DIR) 2009,Pre-Owned,Blu-ray Disc,$4.41,Free,Free
999,"Blu-Ray Popular Movies Lot #1-F, Best Prices! Ships Same Day, Buy 3 Ships FREE!",New (Other),Unknown,$2.75 to $9.75,Unknown,Unknown
1000,"New ListingJaws (Blu-ray/DVD, 2012, 2-Disc Set, Universal 100th Anniversary Includes...",New (Other),DVD,$6.00,Unknown,Unknown
1001,DVD Movie Lot Great! $3 (Pick from any list - FREE SHIPPING after 1st),Pre-Owned,Unknown,$3.00,Unknown,Free
1002,"New ListingGinger Snaps (DVD, 2000) Cult Horror Movie",Pre-Owned,DVD,$12.95,Free,Unknown
1003,Frankenstein: Complete Legacy Collection [New DVD] Slipsleeve Packagin,Brand New,DVD,$26.01,Free,Free
1004,New ListingGore Theatre Blu ray*SRS Cinema*Poster*Low Budget Horror*Sealed/NEW*,Brand New,Nightmares,$16.40,Unknown,Unknown
1005,CHEAP DVDs / Build Your Bundle / 200+ **Combined Shipping & Deep Discounts**,Pre-Owned,Unknown,$0.99 to $12.88,Unknown,Unknown
1006,GREMLINS + GREMLINS 2 THE NEW BATCH New Sealed DVD 2 Film Collection Ships Free,Brand New,DVD,$10.95,Free,Free
1007,"MAZE RUNNER DEATH CURE (DVD, 2018) NEW FAST SHIPPING ",Brand New,DVD,$9.99,Free,Unknown
1008,POLTERGEIST II AND III DOUBLE FEATURE New Sealed DVD,Brand New,DVD,$13.18,Free,Free
1009,KILLDOZER New Sealed Blu-ray 1974 TV Movie Robert Urich Clint Walker,Brand New,Blu-ray Disc,$17.80,Free,Free
1010,4 FILM FAVORITES FINAL DESTINATION COLLECTION New Sealed Blu-ray 1 2 3 4,Brand New,Blu-ray Disc,$19.98,Free,Free
1011,BRIDE OF RE-ANIMATOR (1989 - Arrow Video) Blu-Ray + DVD BRAND NEW Free Ship ,Brand New,Blu-ray Disc,$29.99,Free,Free
1012,The Orphanage DVD Carolina Perez Richard(DIR) 2007,Pre-Owned,DVD,$4.11,Free,Free
1013,LIGHTS OUT New Sealed DVD,Brand New,DVD,$9.24,Free,Free
1014,Hannibal DVD Ridley Scott(DIR) 2001,Pre-Owned,DVD,$4.38,Free,Free
1015,"Creepshow 3 [New DVD] Australia - Import, NTSC Region 0",Brand New,DVD,$9.08,Free,Free
1016,"The Wire - The Complete Series DVD collection , 2008, 23-Disc Set, SEALED & NEW",Brand New,DVD,$40.06,Free,Unknown
1017,Last House on the Left DVD Wes Craven(DIR) 1972,Pre-Owned,DVD,$5.93,Free,Free
1018,Fright Night [New Blu-ray],Brand New,Unknown,$25.29,Free,Free
1019,Halloween II DVD Sheri Moon Zombie NEW,Brand New,DVD,$6.00,Free,Unknown
1020,Tremors DVD Kevin Bacon NEW,Brand New,DVD,$5.78,Free,Unknown
1021,"Strippers vs. Werewolves (DVD, 2012)(WGU01346D) - NEW!!",Brand New,DVD,$9.99,Free,Unknown
1022,THE EXORCIST New Sealed DVD Extended Director's Cut,Brand New,DVD,$11.27,Free,Free
1023,FIRESTARTER New Sealed DVD Stephen King Drew Barrymore,Brand New,DVD,$10.42,Free,Free
1024,GHOSTS OF MARS Sealed New Blu-ray John Carpenter,Brand New,Blu-ray Disc,$13.78,Free,Free
1025,"The She-Creature (1956) Fantasy, Horror, Romance Classic DVD",New (Other),DVD,$11.99,Free,Free
1026,"In the Flesh: Season Two (DVD, 2014, 2-Disc Set, WS)  NEW",Brand New,DVD,$5.65,Free,Unknown
1027,"Bad Movie Police: Crimewave 5-MOVIES (DVD, 2007, 4-Disc Set) (S2)",Pre-Owned,DVD,$16.25,Free,Free
1028,Halloween 25 Years of Terror DVD 2005,Pre-Owned,DVD,$6.12,Free,Free
1029,"New ListingThe Baby (Blu-ray Disc, 2014)",New (Other),Blu-ray Disc,$7.99,Unknown,Unknown
1030,New ListingThe Frighteners: Peter Jackson’s Director's Cut DVD Michael J. Fox,New (Other),DVD,$4.99,Unknown,Unknown
1031,Fast & Furious 6 DVD Justin Lin(DIR) 2013,Pre-Owned,DVD,$4.13,Free,Free
1032,Altered States (1980) William Hurt Blu-Ray BRAND NEW Free Ship,Brand New,Blu-ray Disc,$15.99,Free,Free
1033,"New Listing3 ""New/Sealed"" HORROR DVDS - FRANKENSTEIN TRUE STORY & DRACULA UNTOLD & HELLBOY",Brand New,DVD,$12.95,Unknown,Unknown
1034,Rosemary's Baby [New DVD],Brand New,DVD,$14.59,Free,Free
1035,The Forest [New Blu-ray] Special Ed,Brand New,Unknown,$23.43,Free,Free
1036,"Ready or Not [New Blu-ray] Dolby, Subtitled, Widescreen",Brand New,Unknown,$13.24,Free,Free
1037,"Stephen Kings The Mist (Blu-ray, 2008, 1-Disc) No Case, Read Descript Sect",Pre-Owned,Blu-ray Disc,$4.69,Unknown,Unknown
1038,THE UNNAMABLE New Sealed Blu-ray HP Lovecraft,Brand New,Blu-ray Disc,$22.40,Free,Free
1039,"Dracula Untold (Blu-ray/DVD, 2015, 2-Disc Set) New, Free Shipping",Brand New,Blu-ray Disc,$7.99,Free,Free
1040,"Angst (Blu-ray Disc, 2015)",Brand New,Blu-ray Disc,$20.34,Unknown,Free
1041,Pirates of the Caribbean: Dead Man's Chest BLU-RAY Gore Verbinski(DIR) 2006,Pre-Owned,Unknown,$5.48,Free,Free
1042,The Haunting in Connecticut DVD Peter Cornwell(DIR) 2009,Pre-Owned,DVD,$4.39,Free,Free
1043,"New ListingLot of 6 ""New/Sealed"" HORROR DVDs - TREMORS 1-4, GET OUT & SIGNS -See all my DVD",New (Other),DVD,$12.95,Unknown,Unknown
1044,Vampire Hunter D Bloodlust Blu Ray Discotek Official Release ,Brand New,Unknown,$24.95,Unknown,Unknown
1045,ONE HUNDRED MONSTERS (1968) One Hundred Monsters Trilogy #1 DVD w/English subs,Brand New,DVD,$18.00,Unknown,Unknown
